#Time (S)	Lockin (mV)	Temp (V)
219.22	0.859726	2.144547
219.74	0.860229	2.148705
220.26	0.864441	2.151070
220.78	0.864349	2.147484
221.30	0.864853	2.143059
221.82	0.865402	2.144890
222.34	0.864716	2.148857
222.86	0.869202	2.151375
223.38	0.866592	2.146263
223.90	0.869202	2.142601
224.42	0.871536	2.144547
224.94	0.870758	2.149544
225.46	0.872955	2.150078
225.98	0.874100	2.144852
226.50	0.875931	2.143440
227.02	0.874924	2.146339
227.54	0.875748	2.151184
228.06	0.874603	2.152672
228.58	0.873962	2.146835
229.10	0.872681	2.142830
229.62	0.871857	2.147560
230.14	0.872040	2.150841
230.66	0.870117	2.151604
231.18	0.868011	2.145081
231.70	0.862015	2.142601
232.23	0.875198	2.144547
232.74	0.876160	2.143784
233.26	0.877991	2.144394
233.78	0.877304	2.149773
234.30	0.877716	2.153244
234.82	0.877396	2.148552
235.34	0.877075	2.143211
235.86	0.875702	2.145157
236.38	0.872498	2.147522
236.90	0.874649	2.153625
237.42	0.871490	2.146606
237.94	0.870712	2.143745
238.46	0.869614	2.144508
238.98	0.866180	2.148666
239.50	0.866684	2.150192
240.02	0.865540	2.147827
240.54	0.865677	2.144051
241.06	0.865768	2.145309
241.58	0.864990	2.149506
242.10	0.865814	2.151680
242.62	0.865860	2.148285
243.14	0.865723	2.144432
243.66	0.866043	2.146683
244.18	0.866272	2.151489
244.70	0.866730	2.152863
245.22	0.868469	2.146034
245.74	0.868790	2.144241
246.26	0.872086	2.147751
246.78	0.873962	2.151527
247.30	0.874329	2.153244
247.82	0.874695	2.148972
248.34	0.874086	2.147847
248.86	0.877075	2.147522
249.38	0.877396	2.150383
249.90	0.878906	2.150612
250.42	0.882385	2.148018
250.94	0.880051	2.144127
251.46	0.881378	2.144432
251.98	0.881012	2.153702
252.50	0.881241	2.149696
253.02	0.878586	2.146187
253.54	0.878952	2.145462
254.06	0.878586	2.147026
254.58	0.875748	2.150002
255.10	0.875839	2.150307
255.63	0.872858	2.148398
256.15	0.879868	2.152443
256.67	0.880188	2.149849
257.19	0.883347	2.145844
257.71	0.882202	2.146034
258.23	0.880875	2.149734
258.75	0.875410	2.152415
259.28	0.882019	2.149086
259.80	0.866089	2.151070
260.32	0.866821	2.147636
260.84	0.865723	2.145386
261.36	0.860962	2.143860
261.89	0.870667	2.148514
262.42	0.862885	2.146225
