Time (S)	Lockin (mV)	Temp (V)
608.77	0.166684	0.952534
610.30	0.164371	0.950761
611.83	0.171155	0.949823
613.36	0.166838	0.948139
614.88	0.170847	0.946636
616.41	0.172697	0.945223
617.94	0.174394	0.943873
619.47	0.174394	0.942498
621.00	0.176552	0.940353
622.52	0.172697	0.940070
624.05	0.174085	0.938040
625.58	0.173623	0.936909
627.11	0.182257	0.935585
628.64	0.182874	0.934660
630.16	0.180253	0.932990
631.69	0.173931	0.932155
633.22	0.179482	0.930163
634.75	0.179019	0.928788
636.28	0.186112	0.927966
637.80	0.187808	0.926886
639.33	0.184416	0.925319
640.86	0.190892	0.923880
642.39	0.187500	0.922774
643.92	0.183799	0.920603
645.44	0.188425	0.920063
646.97	0.191355	0.918097
648.50	0.183028	0.917802
650.03	0.191355	0.916414
651.56	0.193205	0.914808
653.08	0.193514	0.914525
654.61	0.194439	0.912893
656.14	0.195826	0.910156
657.67	0.194285	0.909809
659.20	0.193822	0.908730
660.72	0.198294	0.907368
662.25	0.199219	0.906263
663.78	0.199681	0.904978
665.31	0.197677	0.904027
666.84	0.202148	0.902241
668.36	0.198910	0.901316
669.89	0.200144	0.899787
671.42	0.203845	0.898913
672.95	0.202919	0.898103
674.48	0.205541	0.896060
676.00	0.203536	0.895559
677.53	0.202611	0.894544
679.06	0.202457	0.893002
680.59	0.207083	0.891653
682.12	0.203536	0.890522
683.64	0.203536	0.889597
685.17	0.203536	0.888608
686.70	0.207699	0.887297
688.23	0.214021	0.886102
689.76	0.207854	0.885511
691.28	0.210475	0.884187
692.81	0.210629	0.882787
694.34	0.209087	0.882042
695.87	0.212017	0.880821
697.40	0.211554	0.879562
698.92	0.214330	0.877698
700.45	0.210012	0.877069
701.98	0.213250	0.876002
703.51	0.212017	0.874113
705.04	0.214330	0.873728
706.56	0.215872	0.872366
708.09	0.212171	0.871441
709.62	0.217876	0.870747
711.15	0.210783	0.869410
712.68	0.216488	0.867316
714.20	0.208316	0.866057
715.73	0.210475	0.866301
717.26	0.143709	0.864271
718.79	0.213096	0.863680
720.32	0.143246	0.862485
721.84	0.217414	0.860994
723.37	0.224869	0.860739
724.89	0.226357	0.859979
726.42	0.220960	0.858501
727.95	0.220652	0.857293
729.48	0.222502	0.856278
731.00	0.225936	0.855235
732.52	0.225740	0.854145
734.05	0.226974	0.853310
735.58	0.226974	0.852141
737.11	0.226974	0.850959
738.64	0.513312	0.850522
740.16	2.829486	0.849051
741.68	2.546179	0.848155
743.20	0.231600	0.846525
744.73	0.193976	0.846179
746.26	0.150802	0.845253
747.79	0.191817	0.843352
749.32	0.226819	0.843197
750.84	0.232525	0.841874
752.37	0.235917	0.840897
